ID,Y,公告发布时间_x,2018年_上市公司供应商信息_项目名称,2018年_上市公司供应商信息_供应商中标价格,2019年_上市公司供应商信息_项目名称,2019年_上市公司供应商信息_供应商中标价格,2020年_上市公司供应商信息_项目名称,2020年_上市公司供应商信息_供应商中标价格,2021年_上市公司供应商信息_项目名称,2021年_上市公司供应商信息_供应商中标价格,2022年_上市公司供应商信息_项目名称,2022年_上市公司供应商信息_供应商中标价格,2023年_上市公司供应商信息_项目名称,2023年_上市公司供应商信息_供应商中标价格,公告发布时间_y,2018年_央企供应商信息_项目名称,2018年_央企供应商信息_中标价格,2019年_央企供应商信息_项目名称,2019年_央企供应商信息_中标价格,2020年_央企供应商信息_项目名称,2020年_央企供应商信息_中标价格,2021年_央企供应商信息_项目名称,2021年_央企供应商信息_中标价格,2022年_央企供应商信息_项目名称,2022年_央企供应商信息_中标价格,2023年_央企供应商信息_项目名称,2023年_央企供应商信息_中标价格,公告发布时间,2018年_政府供应商信息_项目名称,2018年_政府供应商信息_中标价格,2019年_政府供应商信息_项目名称,2019年_政府供应商信息_中标价格,2020年_政府供应商信息_项目名称,2020年_政府供应商信息_中标价格,2021年_政府供应商信息_项目名称,2021年_政府供应商信息_中标价格,2022年_政府供应商信息_项目名称,2022年_政府供应商信息_中标价格,2023年_政府供应商信息_项目名称,2023年_政府供应商信息_中标价格
corp_1003720,0.0,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
corp_1004860,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001238,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001151,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001827,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004502,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002680,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
corp_1000785,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002824,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000366,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003955,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001295,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000799,0.0,,,,,,,,,,,,,,1.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
corp_1004742,0.0,,,,,,,,,,,,,,1.0,,,,,1.0,0.0,,,,,,,1.0,,,,,,,2.0,0.0,,,,
corp_1002318,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,
corp_1003122,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000396,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002296,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000817,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
corp_1003230,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,
corp_1000551,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001874,0.0,3.0,,,,,,,,,,,,,1.0,,,2.0,1884416.46,,,,,,,,,6.0,1.0,0.0,1.0,129000.0,2.0,198000.0,2.0,0.0,1.0,2081323.26,,
corp_1003269,0.0,3.0,,,,,,,,,,,,,6.0,2.0,8568000.0,5.0,8309100.0,12.0,73729270.0,5.0,1966600.0,5.0,7350089.96,,,9.0,2.0,165000.0,8.0,2142200.0,8.0,1400560.0,11.0,12616320.0,5.0,1732800.0,,
corp_1000690,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004479,1.0,1.0,,,,,,,,,,,,,6.0,1.0,0.0,2.0,890000.0,7.0,16074690.280000001,2.0,6653000.0,4.0,850000.0,1.0,2480000.0,1.0,,,,,,,,,,,,
corp_1000598,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004516,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004564,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000023,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000890,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004485,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001392,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000249,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001461,0.0,1.0,,,,,,,,,,,,,1.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
corp_1001425,1.0,2.0,,,,,,,,,,,,,3.0,,,1.0,0.0,3.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1004295,1.0,,,,,,,,,,,,,,1.0,,,,,2.0,2195000.0,,,,,,,,,,,,,,,,,,,
corp_1004105,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004035,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000623,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,880000.0,,,,
corp_1004136,0.0,3.0,,,,,,,,,,,,,4.0,,,,,3.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,,,,,,,,,,,,,
corp_1000668,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1003145,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003597,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000239,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002984,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003714,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003748,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002370,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,9.0,0.0,,,,,,,,,,,,,,,,,
corp_1000433,0.0,,,,,,,,,,,,,,2.0,,,,,2.0,419818600.0,1.0,1484348.1,,,,,1.0,,,,,,,,,2.0,3774630.0,,
corp_1001157,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002532,1.0,,,,,,,,,,,,,,1.0,,,,,2.0,0.0,,,,,,,3.0,,,,,7.0,26060059.9,,,1.0,0.0,,
corp_1003788,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002289,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001164,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004774,0.0,9.0,,,,,,,,,,,,,9.0,2.0,0.0,2.0,5517812.4,8.0,42165397.5,7.0,130755015.56,11.0,22042618.0,6.0,2260000.0,1.0,,,,,,,,,,,,
corp_1004812,0.0,4.0,,,,,,,,,,,,,5.0,,,3.0,1008853.14,,,3.0,8350000.0,1.0,62000.0,,,6.0,,,,,2.0,35198500.0,1.0,0.0,4.0,6289239.42,,
corp_1002050,0.0,5.0,,,,,,,,,,,,,9.0,1.0,13203823.42,10.0,2203148840.0,12.0,1538248035.12,29.0,542123769948.15,14.0,789865689.63,7.0,513137017.0,5.0,,,2.0,39340156.620000005,3.0,148740690.32999998,1.0,75964863.92,4.0,437623705.90999997,,
corp_1002345,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001097,1.0,6.0,,,,,,,,,,,,,6.0,1.0,0.0,3.0,0.0,8.0,5209354.12,4.0,3703153.8,6.0,2000.0,,,1.0,,,1.0,0.0,,,,,,,,
corp_1003408,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1000278,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,3.0,3260000.0,3.0,2998000.0,,
corp_1003130,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001413,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001624,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
corp_1004757,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001578,1.0,3.0,,,,,,,,,,,,,2.0,,,,,1.0,850000.0,,,2.0,886000.0,,,1.0,,,1.0,8870000.0,,,,,,,,
corp_1000920,0.0,4.0,,,,,,,,,,,,,5.0,1.0,0.0,2.0,3752000.0,2.0,439600.0,5.0,3890350.0,3.0,1608420.0,,,,,,,,,,,,,,,
corp_1004345,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003409,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,289960.0,,,10.0,1.0,0.0,,,3.0,2318000.0,,,,,,
corp_1004288,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,569800.0,,,,
corp_1004234,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
corp_1001524,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004994,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003224,0.0,1.0,,,,,,,,,,,,,3.0,,,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1002971,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000475,0.0,2.0,,,,,,,,,,,,,2.0,1.0,4897500.0,,,,,2.0,23280000.0,,,,,,,,,,,,,,,,,
corp_1001655,1.0,4.0,,,,,,,,,,,,,4.0,1.0,0.0,,,1.0,4375.0,3.0,18700.0,,,,,,,,,,,,,,,,,
corp_1004936,0.0,,,,,,,,,,,,,,2.0,,,,,1.0,2341034.0,,,2.0,8670971.82,,,,,,,,,,,,,,,
corp_1004240,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000796,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000618,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000774,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003367,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001377,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003257,1.0,4.0,,,,,,,,,,,,,4.0,,,,,1.0,1997840.0,1.0,1850000.0,1.0,0.0,1.0,1979500.0,,,,,,,,,,,,,
corp_1001191,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004114,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001620,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,194000.0,,,1.0,298000.0,,,,,,
corp_1000730,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001638,1.0,,,,,,,,,,,,,,3.0,,,,,3.0,0.0,,,1.0,3636000.0,,,,,,,,,,,,,,,
corp_1004303,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,600000.0,2.0,580000.0,,,,
corp_1001748,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001439,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001322,0.0,1.0,,,,,,,,,,,,,3.0,,,,,1.0,0.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
corp_1003692,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000301,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002687,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,300000.0,,,,,,
corp_1000790,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003366,0.0,,,,,,,,,,,,,,4.0,,,2.0,0.0,1.0,0.0,1.0,33000.0,,,,,,,,,,,,,,,,,
corp_1003956,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003190,1.0,,,,,,,,,,,,,,4.0,,,3.0,0.0,,,1.0,56.0,1.0,1615100.0,,,,,,,,,,,,,,,
corp_1003699,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001268,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,6180000.0,,,,,,,,,,,,,,,
corp_1000090,0.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,7384381.23,,,,,,,5.0,,,,,2.0,4114447.5,1.0,2839447.5,2.0,636000.0,,
corp_1000157,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004987,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003313,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001339,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000009,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000756,1.0,5.0,,,,,,,,,,,,,5.0,2.0,0.0,8.0,2448.0,3.0,0.0,7.0,42400.0,5.0,0.0,,,,,,,,,,,,,,,
corp_1001323,0.0,1.0,,,,,,,,,,,,,1.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
corp_1001008,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,
corp_1004294,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001726,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
corp_1002062,0.0,5.0,,,,,,,,,,,,,9.0,2.0,0.0,2.0,164350000.0,6.0,99761980.0,5.0,1128.0,4.0,20603787.1,1.0,94101593.0,1.0,,,,,,,,,2.0,576000000.0,,
corp_1004552,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002438,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002713,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003613,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003727,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000654,0.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,0.0,,,,,3.0,,,1.0,0.0,15.0,0.0,8.0,0.0,,,,
corp_1001125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004332,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003064,0.0,6.0,,,,,,,,,,,,,10.0,1.0,0.0,12.0,316713099.19,8.0,108010006.0,29.0,17351270757.0,12.0,23770000.0,3.0,442123200.0,1.0,,,,,,,1.0,711756.0,,,,
corp_1000972,1.0,,,,,,,,,,,,,,1.0,1.0,551680.0,,,,,,,,,,,1.0,1.0,296070.0,,,,,,,,,,
corp_1003866,1.0,,,,,,,,,,,,,,3.0,,,,,1.0,1318972.0,,,,,,,1.0,,,,,1.0,2085096.0,,,,,,
corp_1000510,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1137700.0,,
corp_1000319,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002525,1.0,,,,,,,,,,,,,,1.0,,,,,,,2.0,10390000.0,,,,,,,,,,,,,,,,,
corp_1001253,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000992,0.0,2.0,,,,,,,,,,,,,2.0,,,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1000518,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001087,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000247,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004630,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004458,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000621,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003030,1.0,,,,,,,,,,,,,,3.0,,,,,,,1.0,0.0,2.0,0.0,,,4.0,,,1.0,0.0,,,5.0,1549612.0,3.0,1026873.0,,
corp_1001416,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002104,0.0,,,,,,,,,,,,,,3.0,,,1.0,607672328.0,3.0,1058971985.0,,,9.0,1718559267.0,,,3.0,,,1.0,408720673.0,1.0,633769534.0,,,,,,
corp_1002994,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1004030,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000793,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003291,1.0,8.0,,,,,,,,,,,,,8.0,9.0,0.0,33.0,5575321.18,41.0,1917576.78,26.0,267498934.27,13.0,7055437.0,2.0,3982000.0,,,,,,,,,,,,,
corp_1002329,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003191,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003221,0.0,5.0,,,,,,,,,,,,,6.0,1.0,0.0,5.0,18812304.75,7.0,6102577.28,15.0,47614884.69,2.0,7098136.7299999995,1.0,0.0,5.0,1.0,2573000.0,2.0,827693.88,,,9.0,15730924.13,8.0,38225120.15,,
corp_1002068,0.0,1.0,,,,,,,,,,,,,2.0,,,,,,,2.0,2.6,,,1.0,0.0,1.0,,,,,,,,,2.0,0.0,,
corp_1001864,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,25748770.29,,,1.0,,,,,,,,,2.0,33087843.8,,
corp_1004837,0.0,4.0,,,,,,,,,,,,,4.0,,,2.0,249117.89,1.0,0.0,3.0,51468000.0,4.0,15077188.0,,,6.0,2.0,11679000.0,6.0,8471190.0,9.0,97115800.0,6.0,6467520.0,18.0,33362171.9,1.0,0.0
corp_1000802,1.0,1.0,,,,,,,,,,,,,3.0,,,1.0,465000.0,2.0,18695080.0,,,9.0,1701299.12,,,,,,,,,,,,,,,
corp_1004562,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1005008,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002972,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002988,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000074,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000033,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,,1.0,,,,,,,,,1.0,100000.0,,
corp_1003285,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001848,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003084,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,15318500.0,,,,
corp_1004279,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000020,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000881,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002766,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
corp_1002281,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001371,0.0,1.0,,,,,,,,,,,,,2.0,,,1.0,11340000.0,,,,,,,2.0,0.0,,,,,,,,,,,,,
corp_1000442,0.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001325,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002212,1.0,3.0,,,,,,,,,,,,,3.0,,,,,3.0,12128383.36,,,1.0,9135138.0,3.0,18967740.0,,,,,,,,,,,,,
corp_1003821,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002630,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003915,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,0.0,4.0,0.0,2.0,0.0,,,,
corp_1001916,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004127,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000808,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002202,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004314,0.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,1785000.0,,,,,,,,,,,,,,,,,
corp_1001352,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001843,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002924,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002142,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000521,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004800,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001515,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003081,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001072,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,6600000.0,,,,,,,,,,,,,,,
corp_1000447,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003011,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003849,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002276,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003228,1.0,,,,,,,,,,,,,,2.0,,,1.0,978.01,4.0,1133577.04,,,,,,,,,,,,,,,,,,,
corp_1002441,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001796,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000671,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,,,,,1.0,0.0,,,,
corp_1002124,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000828,0.0,1.0,,,,,,,,,,,,,2.0,,,,,2.0,0.0,4.0,7335040.0,,,,,,,,,,,,,,,,,
corp_1002009,1.0,4.0,,,,,,,,,,,,,6.0,1.0,0.0,2.0,0.0,2.0,164000.0,1.0,0.0,2.0,0.0,,,2.0,,,,,,,2.0,2900000.0,1.0,3392800.0,,
corp_1004811,0.0,1.0,,,,,,,,,,,,,6.0,2.0,333958118.0,1.0,845592132.0,1.0,299689280.0,1.0,80480000.0,3.0,450309300.0,1.0,0.0,,,,,,,,,,,,,
corp_1004533,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001814,0.0,4.0,,,,,,,,,,,,,9.0,11.0,204439812.0,10.0,220251905.0,65.0,432620784.24,77.0,453780355.55,22.0,246881591.70000002,2.0,0.0,8.0,,,5.0,19901744.0,4.0,129548394.2,10.0,221412629.0,11.0,983483412.54,,
corp_1000236,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1003346,0.0,2.0,,,,,,,,,,,,,2.0,,,,,,,1.0,1298070.54,2.0,19000.0,,,,,,,,,,,,,,,
corp_1000219,1.0,3.0,,,,,,,,,,,,,2.0,,,2.0,489300.0,2.0,718800.0,,,,,,,,,,,,,,,,,,,
corp_1000462,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001276,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,5.0,20705210.58,4.0,23761448.939999998,,
corp_1001501,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,729000.0,1.0,1080000.0,,,,,,,,
corp_1000024,1.0,2.0,,,,,,,,,,,,,3.0,,,,,,,3.0,0.0,9.0,270867000.0,1.0,0.0,,,,,,,,,,,,,
corp_1003870,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001573,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004199,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,2793200.0,,,,,,
corp_1001203,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004000,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000120,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002404,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004943,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,0.0,,,,,,
corp_1001404,0.0,8.0,,,,,,,,,,,,,13.0,24.0,3827125789.29,37.0,10540525058.86,102.0,28131614766.809998,107.0,40578138912.56,136.0,154539947957.4,19.0,4166048108.723899,12.0,3.0,302636487.17,13.0,4308170628.04,25.0,7917574597.39,24.0,6504604142.92,27.0,9336252568.52,9.0,449800.0
