ID,Y,公告发布时间_x,2018年_上市公司供应商信息_项目名称,2018年_上市公司供应商信息_供应商中标价格,2019年_上市公司供应商信息_项目名称,2019年_上市公司供应商信息_供应商中标价格,2020年_上市公司供应商信息_项目名称,2020年_上市公司供应商信息_供应商中标价格,2021年_上市公司供应商信息_项目名称,2021年_上市公司供应商信息_供应商中标价格,2022年_上市公司供应商信息_项目名称,2022年_上市公司供应商信息_供应商中标价格,2023年_上市公司供应商信息_项目名称,2023年_上市公司供应商信息_供应商中标价格,公告发布时间_y,2018年_央企供应商信息_项目名称,2018年_央企供应商信息_中标价格,2019年_央企供应商信息_项目名称,2019年_央企供应商信息_中标价格,2020年_央企供应商信息_项目名称,2020年_央企供应商信息_中标价格,2021年_央企供应商信息_项目名称,2021年_央企供应商信息_中标价格,2022年_央企供应商信息_项目名称,2022年_央企供应商信息_中标价格,2023年_央企供应商信息_项目名称,2023年_央企供应商信息_中标价格,公告发布时间,2018年_政府供应商信息_项目名称,2018年_政府供应商信息_中标价格,2019年_政府供应商信息_项目名称,2019年_政府供应商信息_中标价格,2020年_政府供应商信息_项目名称,2020年_政府供应商信息_中标价格,2021年_政府供应商信息_项目名称,2021年_政府供应商信息_中标价格,2022年_政府供应商信息_项目名称,2022年_政府供应商信息_中标价格,2023年_政府供应商信息_项目名称,2023年_政府供应商信息_中标价格
corp_1004274,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003394,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004177,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004099,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000546,0.0,4.0,,,,,,,,,,,,,4.0,1.0,868000.0,,,3.0,3699137.7199999997,4.0,7262848.46,5.0,445100.0,,,4.0,,,1.0,0.0,3.0,1180500.0,1.0,0.0,5.0,1489119.69,,
corp_1003664,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001852,1.0,,,,,,,,,,,,,,2.0,,,,,,,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,,
corp_1002942,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000556,1.0,,,,,,,,,,,,,,2.0,,,,,1.0,16932562.92,,,1.0,3067500.0,,,,,,,,,,,,,,,
corp_1000098,1.0,3.0,,,,,,,,,,,,,2.0,,,,,,,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,,
corp_1002246,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002771,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000945,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004252,0.0,3.0,,,,,,,,,,,,,11.0,5.0,2740290.0,4.0,10080000.0,7.0,4576000.0,11.0,16458169.96,13.0,13847500.69,1.0,48360730.0,18.0,24.0,104224926.67,25.0,33021488.2,60.0,104142364.58156,45.0,117087820.88,16.0,62775950.0,4.0,416600.0
corp_1001385,0.0,,,,,,,,,,,,,,6.0,1.0,533601477.0,4.0,2757970630.1,18.0,15816267384.2,4.0,764206394.0,6.0,590096267.25,,,7.0,,,,,10.0,485149156.0,11.0,590475365.0,3.0,281552056.6,1.0,0.0
corp_1003131,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,
corp_1000403,0.0,5.0,,,,,,,,,,,,,5.0,,,18.0,2287398.0,6.0,0.0,36.0,2782650.0,18.0,4485342.0,,,4.0,,,1.0,0.0,,,2.0,0.0,3.0,453300.0,,
corp_1004925,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,2.0,0.0,,,1.0,0.0,1.0,,,,,,,1.0,6098000.0,,,,
corp_1002684,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,2858613.0,,,,,,
corp_1002045,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002699,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004026,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002838,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000081,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003731,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004539,1.0,,,,,,,,,,,,,,2.0,,,,,,,2.0,0.0,3.0,0.0,,,1.0,,,,,,,1.0,2940000.0,,,,
corp_1002760,1.0,6.0,,,,,,,,,,,,,6.0,1.0,0.0,11.0,0.0,5.0,0.0,13.0,0.0,18.0,0.0,1.0,0.0,,,,,,,,,,,,,
corp_1000770,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002121,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002921,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004723,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001998,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001247,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,0.0,,,,
corp_1001214,0.0,3.0,,,,,,,,,,,,,3.0,,,1.0,4315000.0,,,1.0,1986985.0,5.0,25532180.0,,,,,,,,,,,,,,,
corp_1001963,1.0,2.0,,,,,,,,,,,,,2.0,,,1.0,0.0,,,,,4.0,23269819.01,,,,,,,,,,,,,,,
corp_1001429,0.0,4.0,,,,,,,,,,,,,5.0,2.0,0.0,16.0,803620.0,11.0,3173512.0,5.0,1096559.63,6.0,8800600.0,,,,,,,,,,,,,,,
corp_1004223,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004192,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004951,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,4706836.96,,,,,,,,,,,,,,,,,
corp_1004841,1.0,,,,,,,,,,,,,,1.0,,,2.0,23900.0,,,,,,,,,,,,,,,,,,,,,
corp_1004146,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000708,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004121,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,0.0,,,,,,
corp_1000579,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1005015,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1001784,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,4.0,29634000.0,,,,
corp_1002227,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004599,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002080,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003316,0.0,5.0,,,,,,,,,,,,,8.0,1.0,0.0,10.0,50255000.0,14.0,204049490.0,19.0,506985340.66,41.0,306314960.25,5.0,1276000.0,11.0,1.0,7560000.0,2.0,5360000.0,18.0,65711000.0,21.0,811452479.6,22.0,102251552.87,1.0,0.0
corp_1001510,1.0,,,,,,,,,,,,,,1.0,,,,,2.0,202086.0,,,,,,,,,,,,,,,,,,,
corp_1003638,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003287,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,58600000.0,,,2.0,,,,,,,2.0,1496000.0,2.0,1496000.0,,
corp_1004913,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001902,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001816,0.0,,,,,,,,,,,,,,6.0,1.0,132988706.0,5.0,4795099433.0,3.0,1107020890.01,4.0,25883929578.0,11.0,1075285184.93,2.0,0.0,2.0,,,,,2.0,32811223.810000002,5.0,298933528.0,,,,
corp_1001571,0.0,,,,,,,,,,,,,,3.0,,,,,1.0,4166000.0,,,1.0,535990000.0,1.0,0.0,7.0,1.0,0.0,4.0,6392000.0,11.0,31849465.0,8.0,1224022600.0,10.0,9264700.0,,
corp_1000089,1.0,3.0,,,,,,,,,,,,,2.0,,,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1000501,1.0,2.0,,,,,,,,,,,,,2.0,,,,,1.0,15338783.0,,,1.0,16245638.54,,,6.0,,,2.0,4308974.24,1.0,7473077.26,1.0,2989890.0,,,,
corp_1003606,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003918,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000814,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000390,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002445,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004868,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,135720.0,,,,,1.0,,,,,1.0,272.0,,,,,,
corp_1000674,0.0,10.0,,,,,,,,,,,,,9.0,14.0,41582.229999999996,24.0,1738606833.8,42.0,35805472820.61,29.0,201654807.98,19.0,490888018.0,6.0,12249402.0,8.0,2.0,0.0,10.0,143737827.03,11.0,627092191.0,17.0,170904402.44,10.0,50570.0,1.0,0.0
corp_1003542,1.0,8.0,,,,,,,,,,,,,10.0,5.0,0.0,11.0,0.0,1.0,778280.0,4.0,798000.0,7.0,2049416.0,,,,,,,,,,,,,,,
corp_1001859,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1003031,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,140000.0,,,,
corp_1001065,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004027,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001847,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002117,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,3200000.0,,,,,,,,,,,,,,,
corp_1003152,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004945,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003919,0.0,1.0,,,,,,,,,,,,,5.0,,,3.0,10275663.0,2.0,1660000.0,4.0,4323870.0,11.0,5447051.77,2.0,0.0,3.0,,,,,,,3.0,1594300.0,1.0,840000.0,1.0,59800.0
corp_1002439,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002967,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003612,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002596,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002167,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003146,1.0,1.0,,,,,,,,,,,,,2.0,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
corp_1000110,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004397,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002064,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004298,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004946,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000779,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004882,0.0,2.0,,,,,,,,,,,,,6.0,5.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,10.0,13293090.0,2.0,0.0,,,,,,,,,,,,,
corp_1002834,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001831,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000647,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,1.0,846500.0,,
corp_1004005,0.0,,,,,,,,,,,,,,2.0,,,,,,,1.0,0.0,2.0,64527436.0,,,1.0,,,1.0,8608592.0,,,,,,,,
corp_1000488,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
corp_1004436,0.0,1.0,,,,,,,,,,,,,2.0,,,,,,,1.0,0.0,1.0,0.0,,,6.0,3.0,1978000.0,4.0,1783000.0,8.0,20539900.0,4.0,1982700.0,7.0,13857600.0,,
corp_1004183,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002360,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002326,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004177,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000051,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004537,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001222,0.0,7.0,,,,,,,,,,,,,8.0,44.0,0.0,57.0,688000.0,83.0,14869300.0,44.0,746000.0,7.0,1109999.54,1.0,0.0,,,,,,,,,,,,,
corp_1001927,1.0,4.0,,,,,,,,,,,,,3.0,,,1.0,289000.0,1.0,365783.0,,,2.0,1333400.0,,,1.0,,,,,3.0,1485000.0,,,,,,
corp_1002357,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000439,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001833,0.0,,,,,,,,,,,,,,5.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,,,,,,,,,,,,,,,
corp_1002632,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001870,1.0,1.0,,,,,,,,,,,,,6.0,3.0,24375.0,12.0,85316.11,13.0,59482.53,3.0,5707.41,1.0,0.0,,,,,,,,,,,,,,,
corp_1001094,0.0,3.0,,,,,,,,,,,,,3.0,,,2.0,0.0,2.0,3256000.0,1.0,20000.0,,,,,3.0,,,2.0,1158000.0,1.0,0.0,3.0,2372156.0,,,,
corp_1004664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003576,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003631,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003127,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002313,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001118,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001114,0.0,3.0,,,,,,,,,,,,,1.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
corp_1002218,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,5.0,0.0,2.0,0.0,,,,
corp_1001733,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004525,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000840,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003070,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001530,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002190,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003484,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003497,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000938,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000467,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003363,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002738,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001838,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000967,0.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,0.0,,,,,,,1.0,,,,,,,,,,,,
corp_1001462,1.0,1.0,,,,,,,,,,,,,2.0,1.0,0.0,,,,,4.0,1780000.0,,,,,1.0,,,,,,,,,1.0,448500.0,,
corp_1001343,0.0,3.0,,,,,,,,,,,,,6.0,1.0,0.0,1.0,118302270.68,3.0,21583567.27,6.0,70563126.6,12.0,189815081.86,1.0,0.0,4.0,1.0,617936000.09,,,3.0,196363509.76,,,4.0,888023.19,,
corp_1000293,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003496,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1001718,1.0,,,,,,,,,,,,,,3.0,1.0,0.0,,,,,7.0,18886000.0,,,,,,,,,,,,,,,,,
corp_1000429,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001622,1.0,,,,,,,,,,,,,,3.0,,,,,,,1.0,0.0,3.0,0.0,1.0,0.0,6.0,2.0,3347000.0,4.0,6323480.0,3.0,797500.0,8.0,9976600.0,28.0,58293515.0,8.0,0.0
corp_1003794,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,165.0,4.0,6387657.88,2.0,1127600.0,,
corp_1000655,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,3.0,0.0,1.0,0.0,3.0,,,,,2.0,7400000.0,1.0,0.0,2.0,0.0,,
corp_1002812,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003752,1.0,1.0,,,,,,,,,,,,,4.0,,,1.0,0.0,3.0,20925800.0,1.0,4178184.0,4.0,6418144.0,,,4.0,,,,,1.0,1579000.0,1.0,4038000.0,,,,
corp_1000955,0.0,4.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,,3.0,,,1.0,907000.0,1.0,2646166.0,,,1.0,145000.0,,
corp_1000179,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000694,0.0,1.0,,,,,,,,,,,,,2.0,,,1.0,0.0,,,,,9.0,45562806.46,,,3.0,,,,,,,7.0,21524613.080000002,3.0,6978595.6,2.0,5382000.0
corp_1004492,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000645,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
corp_1000435,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002772,1.0,2.0,,,,,,,,,,,,,2.0,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
corp_1002346,1.0,,,,,,,,,,,,,,2.0,,,,,1.0,2220000.0,3.0,1403176.0,,,,,,,,,,,,,,,,,
corp_1002048,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,,,1.0,0.0
corp_1002416,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004746,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001965,0.0,,,,,,,,,,,,,,3.0,,,,,4.0,60029425.39,1.0,0.0,3.0,102182045.94,,,16.0,3.0,7841539.64,5.0,4761000.0,7.0,7366100.16,9.0,33767435.24,5.0,5601400.0,,
corp_1003786,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,
corp_1004260,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002458,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003332,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004773,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1005016,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,
corp_1003758,0.0,2.0,,,,,,,,,,,,,7.0,1.0,9750000.0,7.0,38597003.8,2.0,0.0,1.0,14962000.0,3.0,4817746.7,,,,,,,,,,,,,,,
corp_1000183,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000271,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002501,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002016,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002139,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003074,0.0,,,,,,,,,,,,,,3.0,,,3.0,2100000.0,,,1.0,1932000.0,,,1.0,0.0,9.0,1.0,577400.0,4.0,17495000.0,1.0,0.0,6.0,5517300.0,4.0,16512641.51,,
corp_1000209,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003111,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,0.0,,,,,5.0,1.0,866000.0,1.0,6978000.0,2.0,920000.0,2.0,99700.0,4.0,3433000.0,,
corp_1004972,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002893,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000615,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003887,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000580,0.0,3.0,,,,,,,,,,,,,3.0,,,,,,,2.0,0.0,1.0,7700396.39,2.0,0.0,4.0,,,,,1.0,0.0,2.0,482976.0,1.0,30660.0,1.0,0.0
corp_1002125,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,0.0,4.0,,,,,,,2.0,0.0,4.0,700064.0,5.0,2800000.0
corp_1003987,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001885,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001395,0.0,6.0,,,,,,,,,,,,,7.0,5.0,2446827146.7,15.0,3030257082.31,40.0,10464434454.72,40.0,9717582927.06,58.0,15173596977.69,10.0,458282724.06,9.0,,,9.0,915842964.74,14.0,2139098163.04,8.0,2737690003.1,14.0,2099415043.03,3.0,0.0
corp_1001679,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004820,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002118,0.0,2.0,,,,,,,,,,,,,2.0,,,3.0,0.0,1.0,0.0,,,,,,,2.0,,,2.0,29897800.0,,,,,1.0,6118000.0,,
corp_1004006,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004778,1.0,3.0,,,,,,,,,,,,,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
corp_1001516,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004221,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003571,0.0,,,,,,,,,,,,,,2.0,,,,,,,1.0,0.0,3.0,77600.0,,,5.0,1.0,0.0,4.0,2455850.0,3.0,5869120.0,4.0,1257090.0,1.0,0.0,,
corp_1004711,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000687,0.0,,,,,,,,,,,,,,1.0,,,,,9.0,0.0,,,,,,,2.0,,,17.0,0.0,148.0,0.0,,,,,,
corp_1001920,1.0,1.0,,,,,,,,,,,,,2.0,,,1.0,19728485.49,,,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1004591,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001327,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1000517,0.0,6.0,,,,,,,,,,,,,6.0,1.0,0.0,3.0,253992.0,4.0,1814500.0,9.0,12951621.0,15.0,15204533.33,2.0,58097.0,10.0,,,6.0,26683465.0,12.0,137602090.43,7.0,41367900.0,14.0,263664580.0,,
corp_1000516,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004632,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,0.0,4.0,50199300.0,1.0,0.0,,,,
corp_1003872,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001660,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002534,0.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
corp_1002952,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1001482,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1004322,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,0.0,,,,,,,,,4.0,,,,,2.0,1172352.0,,,1.0,0.0,,
corp_1003861,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1003684,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corp_1002705,0.0,3.0,,,,,,,,,,,,,3.0,,,3.0,2395820.0,1.0,0.0,,,,,,,3.0,,,,,,,3.0,2320000.0,2.0,4648000.0,,
corp_1004401,0.0,2.0,,,,,,,,,,,,,2.0,,,,,,,2.0,29000000.0,1.0,465000.0,,,5.0,3.0,3369400.0,,,,,,,6.0,3918000.0,,
corp_1001088,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
